"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"26","16660863","CLIC4","25932","chloride intracellular channel 4",-0.416361927770533,8.87407619895766,-1.17638309933902,0.253546212766219,0.458081845140505,-6.02074176138095
"27","16660976","SELENON","57190","selenoprotein N",-1.73493127839911,7.61734914617542,-5.95365177909186,8.75184904203548e-06,0.000346910642750563,3.65367350305899
"28","16661071","CNKSR1","10256","connector enhancer of kinase suppressor of Ras 1",-0.0214505276551566,5.92708988397695,-0.0403729232043792,0.968204645122574,0.983601445871011,-6.71210540791628
"29","16661141","SH3BGRL3","83442","SH3 domain binding glutamate rich protein like 3",-0.965633837036357,7.67918399149088,-2.73796874336609,0.0128371290338542,0.0610320152043067,-3.43422141064068
"30","16661206","RPS6KA1","6195","ribosomal protein S6 kinase A1",-0.712165400124031,5.91262384705589,-3.07715016198431,0.00604925647221343,0.0358124595463391,-2.7255936247915
"31","16661255","ARID1A","8289","AT-rich interaction domain 1A",-0.802118971788419,7.39112619487683,-3.48252392942441,0.0024062585146582,0.0180332357932243,-1.84435604387096
"32","16661314","SFN","2810","stratifin",-0.883881412383598,8.77169916161296,-1.7623670670706,0.0936114954000004,0.245697502884724,-5.22147654709463
"33","16661342","TRNP1","388610","TMF1 regulated nuclear protein 1",-0.598432812657545,5.36373688934771,-1.46613488328533,0.158487823130891,0.340244657814442,-5.65743025433877
"34","16661351","WDTC1","23038","WD and tetratricopeptide repeats 1",0.669439243660981,7.48660459138974,2.28670074041255,0.0334991246490249,0.122319800598302,-4.31701297932211
"35","16661508","SMPDL3B","27293","sphingomyelin phosphodiesterase acid like 3B",-0.805324016371177,6.29861621313625,-1.10348223721244,0.283195405975774,0.491928661911455,-6.10138455068595
"36","16661544","SESN2","83667","sestrin 2",0.985187064971093,7.2642128605328,1.68001106466516,0.108840642409045,0.270995347919744,-5.34872740872708
"37","16661567","PHACTR4","65979","phosphatase and actin regulator 4",-0.569588732920077,8.273763186295,-2.07609769968383,0.0512803066109663,0.163401654963757,-4.69838528122462
"38","16661617","TRNAU1AP","54952","tRNA selenocysteine 1 associated protein 1",0.0549203086240331,6.05014179908535,0.156902920835396,0.876927938587326,0.935922613390444,-6.7002070125743
"39","16661636","RAB42","115273","RAB42, member RAS oncogene family",-0.540219081570832,4.70524672344877,-0.718796466583702,0.480757054993794,0.667629659374335,-6.44887086571994
"40","16661687","EPB41","2035","erythrocyte membrane protein band 4.1",0.601954688623815,7.70998034988908,1.61520172818137,0.122266250935348,0.288646219271659,-5.44567104521521
"41","16661730","PTPRU","10076","protein tyrosine phosphatase receptor type U",-1.05820851448662,6.30673653222532,-2.29343088164603,0.0330379425033669,0.120839167132937,-4.3044691512378
"42","16661832","SERINC2","347735","serine incorporator 2",-0.160335114626321,7.03904177283163,-0.325762147845983,0.748059989100178,0.859478737258455,-6.65813679670406
"43","16661862","TINAGL1","64129","tubulointerstitial nephritis antigen like 1",-1.72712035041362,6.69094079422552,-2.3754689331012,0.0278683673827734,0.107740221726586,-4.14990981494428
"44","16662077","HDAC1","3065","histone deacetylase 1",-1.38110781342353,8.11401506805896,-3.07331546087456,0.00610162799408279,0.0359755485672624,-2.73377356698229
"45","16662159","KIAA1522","57648","KIAA1522",-0.86058525921147,6.18402989148577,-2.46859268747253,0.0229152790982698,0.0931331293802442,-3.970919778109
"46","16662234","ZNF362","149076","zinc finger protein 362",-0.941202462845987,5.92591278150037,-2.50682711486661,0.0211306263118098,0.0880554282024751,-3.89639633185054
"47","16662251","LOC101929464","101929464","uncharacterized LOC101929464",-0.525798201682643,5.57045457305015,-0.803899793198127,0.431107019010064,0.626337863785873,-6.38371738224861
"48","16662313","GJB5","2709","gap junction protein beta 5",-0.706701034920206,5.17656986098836,-1.23865219591106,0.2301187824064,0.432276661728549,-5.94833340094565
"49","16662322","GJB3","2707","gap junction protein beta 3",-0.888074606444155,5.70204198940142,-1.40715156774406,0.17505836447791,0.360979015438624,-5.7367132254317
"50","16662338","ZMYM1","79830","zinc finger MYM-type containing 1",-0.448679357662204,6.9235307064559,-1.37034856577999,0.186085756650334,0.37582697322259,-5.78483986341469
"51","16662396","NCDN","23154","neurochondrin",1.40081520193184,6.18646988453715,3.96975131672252,0.000781497680513782,0.00796014665291128,-0.756066675871055
"52","16662453","AGO1","26523","argonaute RISC component 1",-0.62965948349779,7.1142482284739,-1.24561294773512,0.227606350620521,0.429372071984814,-5.9400407971266
"53","16662584","SH3D21","79729","SH3 domain containing 21",-0.220804643291817,5.6615544620054,-0.554616612936319,0.585437030964636,0.745452606763381,-6.55489057076519
"54","16662648","CDCA8","55143","cell division cycle associated 8",-1.85113441559834,7.19390458048985,-5.11074251294317,5.67776684711811e-05,0.00118979954949163,1.81199867656329
"55","16662664","MANEAL","149175","mannosidase endo-alpha like",0.349164797670078,6.49241068628042,0.849280104993754,0.405989790854182,0.604528812812971,-6.34619127728733
"56","16662728","LOC105378662","105378662","uncharacterized LOC105378662",0.492378141512334,4.7411760901799,1.67486885218949,0.109858025812749,0.272368428729423,-5.35652360506753
"57","16662885","KIAA0754","643314","KIAA0754",-1.261056729281,6.68432505258305,-3.18479216523729,0.00474495295883746,0.0302243857397391,-2.4946404660212
"58","16662908","PPIE","10450","peptidylprolyl isomerase E",0.604647925399235,6.36973358537491,1.54859715333187,0.137490406757023,0.311225951931271,-5.542260810371
"59","16662968","CAP1","10487","cyclase associated actin cytoskeleton regulatory protein 1",-0.554708756450349,9.09094954684934,-1.70556711842358,0.103902806144476,0.262646294197991,-5.30971873033327
"60","16663033","SMAP2","64744","small ArfGAP2",0.764836103816904,6.68002525817444,2.09007007530446,0.0498771101309792,0.160310113489446,-4.67378415248233
"61","16663051","ZFP69B","65243","ZFP69 zinc finger protein B",1.10169364546109,5.34734985396048,1.98395907308142,0.0614575252268653,0.185100918861321,-4.85795199403964
"62","16663155","CTPS1","1503","CTP synthase 1",-1.68737234336251,7.5863744938634,-5.29573170194584,3.74252356791681e-05,0.000882645343257799,2.22223369731237
"63","16663448","TMEM125","128218","transmembrane protein 125",0.400850810352217,5.95227373957451,1.21477074298193,0.238900239087194,0.442557312273011,-5.9764824153244
"64","16663514","CDC20","991","cell division cycle 20",-2.91672078381991,8.21699371481908,-5.67339624460887,1.61556513027574e-05,0.000528876545135042,3.04969608865917
"65","16663621","PTPRF","5792","protein tyrosine phosphatase receptor type F",-1.64309398681494,7.36313808047607,-3.6572126912395,0.00160978355037072,0.0135799689249222,-1.45674996638157
"66","16663773","DPH2","1802","diphthamide biosynthesis 2",0.981447897436023,6.72454726985588,2.74640135952931,0.0126027442033798,0.0603098595332646,-3.41701036892019
"67","16663792","ATP6V0B","533","ATPase H+ transporting V0 subunit b",0.560739542741258,6.66855739427945,1.87632071585353,0.0755979841925874,0.212942952049326,-5.03824446256494
"68","16664003","SNORD46","94161","small nucleolar RNA, C/D box 46",0.156646485410207,11.4762164169883,0.468081195104061,0.644894807235038,0.790353479531859,-6.60011021934683
"69","16664091","MMACHC","25974","metabolism of cobalamin associated C",-0.21628352394322,5.77514518370955,-0.593913325980825,0.559369836059696,0.726540371352704,-6.53190778534159
"70","16664118","NASP","4678","nuclear autoantigenic sperm protein",-1.97042076165107,7.17139352849954,-8.61571077134293,4.31099580155066e-08,8.86448511693854e-06,8.85971005400673
"71","16664150","TMEM69","51249","transmembrane protein 69",-0.490319287678733,8.1826197578219,-1.67808141611552,0.109221476980504,0.27156877814436,-5.35165506753262
"72","16664156","MAST2","23139","microtubule associated serine/threonine kinase 2",-0.964863026039441,6.4079451972512,-4.50681223230388,0.000225703802150864,0.00327121369637155,0.456668792782552
"73","16664218","TSPAN1","10103","tetraspanin 1",-1.00351205914552,6.03054644895791,-1.07263761036473,0.296476419219526,0.50548284276844,-6.13413782091001
"74","16664243","RAD54L","8438","RAD54 like",-1.88079564772614,6.24847789350232,-5.32571984900501,3.49910205692013e-05,0.000846473953475531,2.28845293118261
"75","16664569","CDKN2C","1031","cyclin dependent kinase inhibitor 2C",-0.416285691080712,4.52449688741307,-0.824384151534169,0.419650829562191,0.617578394113978,-6.36701603863114
"76","16664599","RNF11","26994","ring finger protein 11",0.25802947632222,7.21739481237629,0.734124355127803,0.471573270557431,0.659711784138704,-6.43764356899844
"77","16664765","ZYG11B","79699","zyg-11 family member B, cell cycle regulator",-0.392842736346691,7.94299769104178,-1.25494437712871,0.224271369947492,0.425213174173041,-5.92886192764931
"78","16664978","ACOT11","26027","acyl-CoA thioesterase 11",-0.233062749813918,4.7019746468005,-0.662396889918529,0.515438622624253,0.694994928613862,-6.48824226816588
"79","16665182","PRKAA2","5563","protein kinase AMP-activated catalytic subunit alpha 2",-0.57767458005618,4.5826261538677,-0.533462362637497,0.599717471570669,0.756020183416219,-6.56663188916132
"80","16665302","HOOK1","51361","hook microtubule tethering protein 1",0.72776446907217,6.31228908868448,0.727244523756816,0.475682409593783,0.663133528628621,-6.44271061293071
"81","16665346","NFIA","4774","nuclear factor I A",-0.617223804394711,6.40464444440114,-1.78479237572913,0.0897976286523925,0.239897846744922,-5.18606216026492
"82","16665373","PATJ","10207","PATJ crumbs cell polarity complex component",-0.149815171450706,7.48645158299193,-0.12567711293113,0.901268977210322,0.950681287278602,-6.70477234739213
"83","16665475","ATG4C","84938","autophagy related 4C cysteine peptidase",0.205858852488989,5.66836017921184,0.494290512030551,0.62660084950434,0.77631963655405,-6.58720138676211
"84","16665512","ALG6","29929","ALG6 alpha-1,3-glucosyltransferase",-1.81152821872276,5.84779775230731,-8.67968932899147,3.83818817854526e-08,8.14686394026703e-06,8.97240284462385
"85","16665566","PGM1","5236","phosphoglucomutase 1",0.644449403357793,7.37407187668541,1.44388757798755,0.164581409465367,0.347878469091589,-5.68764211052756
"86","16665588","ROR1","4919","receptor tyrosine kinase like orphan receptor 1",-1.60334398550094,7.26085541307474,-5.18974352359364,4.75009689591827e-05,0.00103594786255462,1.98754777913917
"87","16665621","CACHD1","57685","cache domain containing 1",-1.64183612060638,6.50524122621769,-2.2369993619469,0.0370927456695276,0.130868775606162,-4.40898932120212
"88","16665656","RAVER2","55225","ribonucleoprotein, PTB binding 2",-1.58657654012389,7.89796768630048,-4.58248573173493,0.000189613486983132,0.00289479523050814,0.627429902532396
"89","16665932","GADD45A","1647","growth arrest and DNA damage inducible alpha",0.396120932145653,7.26553238959026,1.18322551297556,0.250887331170904,0.455152643811566,-6.01294257524492
"90","16666013","SRSF11","9295","serine and arginine rich splicing factor 11",0.125117541493481,9.15206061786674,0.416059554734486,0.681891210207884,0.815049343607477,-6.62369254880765
"91","16666045","HHLA3","11147","HERV-H LTR-associating 3",0.154754256356262,5.38751273873383,0.284491950536332,0.779020357484053,0.876231444828217,-6.67111814142576
"92","16666055","CTH","1491","cystathionine gamma-lyase",2.09783694074327,6.22841489848064,2.70139284019394,0.0139026663378127,0.0648331286341658,-3.50860399491654
"93","16666204","TYW3","127253","tRNA-yW synthesizing protein 3 homolog",0.7146785095647,6.09880908791389,2.2057227577824,0.0395320606841583,0.136761808255395,-4.46626224332502
"94","16666239","ACADM","34","acyl-CoA dehydrogenase medium chain",0.257652992176289,7.92032414585763,0.502468068592615,0.62094254030957,0.772363311008879,-6.58303335600895
"95","16666353","LOC105378808","105378808","uncharacterized LOC105378808",0.564300961989786,4.02372999134947,1.13825128865588,0.268751730099898,0.47560256702033,-6.06348520963479
"96","16666437","DNAJB4","11080","DnaJ heat shock protein family (Hsp40) member B4",1.23950323644798,6.23454913380765,2.72982501691076,0.0130674220935888,0.0619478655445346,-3.45082094209189
"97","16666485","IFI44L","10964","interferon induced protein 44 like",-1.16342779866379,4.0188521296872,-2.25979846817174,0.0354024408061806,0.126464745116541,-4.36694290724319
"98","16666509","IFI44","10561","interferon induced protein 44",-1.88656481748633,5.44609650308371,-2.17614981676551,0.0419725421784702,0.142507392948573,-4.51997319098622
"99","16666545","ADGRL2","23266","adhesion G protein-coupled receptor L2",-0.983472987577315,5.01679990858977,-1.24722147028452,0.227028774147282,0.42852820822981,-5.938118878305
"100","16666616","PRKACB","5567","protein kinase cAMP-activated catalytic subunit beta",0.159769934463897,5.16520161709834,0.19044448386604,0.850921479561677,0.921755722736893,-6.69418232146328
"101","16666668","RPF1","80135","ribosome production factor 1 homolog",-0.113339196126498,7.66539153183234,-0.322087963621744,0.750799504613563,0.860672602849694,-6.6593629719603
"102","16666738","CCN1","3491","cellular communication network factor 1",-1.18887993331275,6.95537579914123,-1.15533416665074,0.261858087492877,0.467894578355691,-6.04448787054961
"103","16666835","SH3GLB1","51100","SH3 domain containing GRB2 like, endophilin B1",0.637786118524818,7.79870103186619,1.4393348394347,0.165851574693888,0.349748341176412,-5.69377897669174
"104","16666881","LMO4","8543","LIM domain only 4",-0.319860912271519,5.28112977779526,-1.00388972767797,0.327677394944926,0.533032696844897,-6.20415824316256
"105","16666965","LRRC8B","23507","leucine rich repeat containing 8 VRAC subunit B",-0.747413861555807,6.25563219425673,-1.92012961299599,0.0695286130057226,0.201807796020139,-4.96568574159031
"106","16667011","ZNF326","284695","zinc finger protein 326",-0.821059178551116,7.47455692375814,-2.74782881143525,0.0125634740053017,0.0602095112562891,-3.41409465795991
"107","16667037","CDC7","8317","cell division cycle 7",-2.87619064949393,6.63257684471544,-6.89752500121966,1.19405491263437e-06,8.3583843884406e-05,5.61408564690867
"108","16667094","EPHX4","253152","epoxide hydrolase 4",-0.385175423556317,4.58315889495832,-0.798074824910755,0.434400128308437,0.629454491140611,-6.38839487347274
"109","16667119","KIAA1107","23285","KIAA1107",-1.03272925342643,4.74525946528171,-2.20725104686716,0.0394095360050411,0.136409651190516,-4.46347477422233
"110","16667183","MTF2","22823","metal response element binding transcription factor 2",-1.45545284814578,7.40623115016936,-5.41256551250772,2.88133853665465e-05,0.00073201573633929,2.47974673751856
"111","16667206","CCDC18","343099","coiled-coil domain containing 18",-0.164268490664846,6.91642057270165,-0.36290847413726,0.720561359971008,0.844247462359194,-6.64496843497568
"112","16667247","DR1","1810","down-regulator of transcription 1",-0.160259467052626,8.78215007813833,-0.57175810205267,0.573991648987175,0.738066096730495,-6.54505224283094
"113","16667258","FNBP1L","54874","formin binding protein 1 like",-0.717849035311725,8.28298966394137,-1.65634036277636,0.113591274521766,0.277316080737616,-5.38446686354352
"114","16667277","BCAR3-AS1","100129046","BCAR3 antisense RNA 1",-0.373047531801182,4.70084559688431,-0.793285134690231,0.43711965408981,0.631409233153546,-6.39221717058398
"115","16667346","SLC44A3","126969","solute carrier family 44 member 3",-1.5482787782948,5.00061737580728,-1.87666437880302,0.075548612491129,0.212895019354017,-5.03767974396825
"116","16667492","LINC01776","729987","long intergenic non-protein coding RNA 1776",-0.285433502880511,3.84299710612574,-0.746709701235125,0.464111232086535,0.655126670023589,-6.42825770245441
"117","16667530","PALMD","54873","palmdelphin",-1.75181588390268,4.32849018431753,-1.29476755222207,0.210461100429498,0.407710768201892,-5.8803621073145
"118","16667546","AGL","178","amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase",-1.62430621847648,6.5322099245553,-4.74870268988997,0.000129465771121055,0.00218660057723192,1.00179672688538
"119","16667644","RTCA","8634","RNA 3'-terminal phosphate cyclase",-0.486742000358896,6.83516445185579,-1.3712978067688,0.185794529080159,0.375469287883123,-5.78361169451227
"120","16667715","SLC30A7","148867","solute carrier family 30 member 7",1.03038422587618,9.36100308250729,4.14563192388016,0.000520035621062101,0.00590990394920315,-0.359347505225855
"121","16667760","S1PR1","1901","sphingosine-1-phosphate receptor 1",-0.608629169594614,3.58063725020536,-1.76686836245694,0.0928349127938948,0.244251591556916,-5.21439387421327
"122","16667801","RNPC3","55599","RNA binding region (RNP1, RRM) containing 3",-0.68743008588365,6.96246869026294,-2.34708619777305,0.0295654919122268,0.112127341084987,-4.20372374034873
"123","16667918","PRMT6","55170","protein arginine methyltransferase 6",-0.913724708171205,5.71747232446835,-2.17303533942211,0.0422374032495709,0.143037629121038,-4.52560438049369
"124","16668002","FAM102B","284611","family with sequence similarity 102 member B",-2.87189057414405,6.07769626788525,-2.30348634385448,0.0323597918199298,0.119353940681131,-4.28568848501358
"125","16668047","STXBP3","6814","syntaxin binding protein 3",0.14182842157414,7.52530152435404,0.291631315302707,0.773635711270735,0.872782791789117,-6.66899693281016
"126","16668079","GPSM2","29899","G protein signaling modulator 2",-1.98397290295432,7.46433173486743,-5.74083309526985,1.39282768128937e-05,0.00047829599400969,3.19585980895063
"127","16668102","TMEM167B","56900","transmembrane protein 167B",0.486281992479579,6.99467790125007,1.44900941858438,0.163161920547392,0.34632433458124,-5.6807194938753
"128","16668150","SARS1","6301","seryl-tRNA synthetase 1",1.0046827059893,7.97885302395509,2.83041067605514,0.0104802217218781,0.0530246229569164,-3.24432522501657
"129","16668170","CELSR2","1952","cadherin EGF LAG seven-pass G-type receptor 2",-1.32725606815997,6.68796732754085,-3.62409361746218,0.00173751545013679,0.0144354187650254,-1.53050859671487
"130","16668220","SYPL2","284612","synaptophysin like 2",0.32200123046024,4.49973134574723,0.939492552737999,0.358924072227927,0.563253135048834,-6.26594855802927
"131","16668272","GNAI3","2773","G protein subunit alpha i3",0.482539971066338,8.27520681598626,1.29314983054377,0.211008898109876,0.408124206220748,-5.88235716373474
"132","16668288","AMPD2","271","adenosine monophosphate deaminase 2",0.75858572625402,6.633800502738,1.90941541610843,0.0709717993703769,0.205001949015399,-4.98353674626014
"133","16668333","GSTM4","2948","glutathione S-transferase mu 4",-1.50458847811868,6.32371067394049,-2.15629019089391,0.0436877244016991,0.145868746553711,-4.55579692025984
"134","16668420","CSF1","1435","colony stimulating factor 1",-1.36257492701628,6.27069617227639,-2.43392207419424,0.0246545809053301,0.0980224425118261,-4.03798419237548
"135","16668689","ATP5PB","515","ATP synthase peripheral stalk-membrane subunit b",-0.198551385804329,7.61721473181866,-0.571303715238627,0.574293564256808,0.738066096730495,-6.54531677424373
"136","16668712","RAP1A","5906","RAP1A, member of RAS oncogene family",0.0448600546012718,5.83131356851392,0.12641829411187,0.900689952529442,0.950375222521444,-6.7046756524254
"137","16668817","MOV10","4343","Mov10 RISC complex RNA helicase",-1.31260401963661,7.24490061375535,-4.7482470700577,0.000129600946066938,0.00218660057723192,1.0007721870067
"138","16668874","LINC01357","105378912","long intergenic non-protein coding RNA 1357",-0.119715805656923,3.48157611649377,-0.282165170390117,0.780777748579818,0.876575822284353,-6.67179819785993
"139","16668880","SLC16A1-AS1","100506392","SLC16A1 antisense RNA 1",-0.0750697130491558,6.07325692436607,-0.18863773018874,0.852318183183488,0.922236053962824,-6.6945363975609
"140","16668919","MAGI3","260425","membrane associated guanylate kinase, WW and PDZ domain containing 3",-1.2258061730182,6.42245762378508,-3.1656083227494,0.00495541976457845,0.0309527409384845,-2.53598341367074
"141","16668960","DCLRE1B","64858","DNA cross-link repair 1B",-0.389521724671836,6.55258984392376,-0.893516902239395,0.382431544034698,0.583310050938413,-6.30777414013324
"142","16669067","VANGL1","81839","VANGL planar cell polarity protein 1",-2.42587305263998,6.655682592927,-7.47281372637508,3.75806651731574e-07,3.86376213811525e-05,6.74817339217188
"143","16669087","SLC22A15","55356","solute carrier family 22 member 15",0.659640807131753,4.96006819832676,0.991919701829073,0.333337203380865,0.539173745881537,-6.21592405869359
"144","16669180","PTGFRN","5738","prostaglandin F2 receptor inhibitor",-2.76470480684503,6.84877194883933,-5.07099494746458,6.21227156561746e-05,0.00127341890659698,1.72348701761093
"145","16669212","TTF2","8458","transcription termination factor 2",-1.40561922414801,6.41011557753669,-3.63438012544725,0.00169680477532996,0.0142048033354595,-1.50761227594668
"146","16669255","MAN1A2","10905","mannosidase alpha class 1A member 2",0.154218372344166,8.26757397925656,0.538022839669149,0.596624511677095,0.75438625668035,-6.56413812004158
"147","16669278","TENT5C","54855","terminal nucleotidyltransferase 5C",-0.372056957373255,5.82356714043101,-0.462909418482652,0.648532723617315,0.792156176239453,-6.60257630179549
"148","16669288","WDR3","10885","WD repeat domain 3",0.03586309025515,7.74877203285406,0.0992371258317536,0.921958959629899,0.959479224578042,-6.70785029837888
"149","16669422","FAM72B","653820","family with sequence similarity 72 member B",-0.323942564904564,6.13569266002747,-0.866549288009252,0.396683814480925,0.596203631631907,-6.33140854912225
"150","16669437","H2BP1","337875","H2B histone pseudogene 1",-1.67282623965648,10.2195231910568,-5.97787170248303,8.30393935930326e-06,0.000337964367838455,3.70543172818592
"151","16669501","LINC00328","51152","long intergenic non-protein coding RNA 328",0.386985146554125,5.42327907226649,0.38073158171131,0.707501669163155,0.83459322034664,-6.63815264227881
"152","16669566","RNVU1-3","101954272","RNA, variant U1 small nuclear 3",0.695093483214096,5.41476886620345,1.99192351936433,0.0605113857258403,0.183397830234373,-4.84434533295623
"153","16669785","RNVU1-6","101954276","RNA, variant U1 small nuclear 6",-0.512416814175265,5.28458540683668,-1.18294990106051,0.250994023781031,0.455220693627117,-6.01325748203287
"154","16669796","TXNIP","10628","thioredoxin interacting protein",0.517732526601361,7.95498826784629,0.587014292048485,0.563902056430329,0.730121119896018,-6.53605261200206
"155","16669821","LIX1L","128077","limb and CNS expressed 1 like",-0.306638392215105,5.79057739461052,-0.324123533702462,0.749281338128823,0.859994980195915,-6.65868534646276
"156","16669830","RBM8A","9939","RNA binding motif protein 8A",0.139099642026698,7.07837590241045,0.487676585597482,0.631194650701196,0.780101578064213,-6.59052366831282
"157","16669905","PIAS3","10401","protein inhibitor of activated STAT 3",0.981345193287979,7.33675897063117,2.67954607962657,0.014578680553506,0.0671292638502937,-3.5528198192009
"158","16670079","PDIA3P1","171423","protein disulfide isomerase family A member 3 pseudogene 1",-0.356386368014085,5.48757488445579,-0.547546668077451,0.590190726102144,0.749886789963776,-6.55886387651248
"159","16670081","CHD1L","9557","chromodomain helicase DNA binding protein 1 like",-1.21098888312543,7.03643307409108,-3.83907127026384,0.00105754416945562,0.00992673414410557,-1.0499074148856
"160","16670114","BCL9","607","BCL9 transcription coactivator",-0.714701039562333,7.0244773217341,-2.43393931158245,0.0246536863303767,0.0980224425118261,-4.03795097304076
"161","16670199","LOC100132057","100132057","phosphodiesterase 4D interacting protein pseudogene",0.670607814053776,2.87885309842156,1.8830350518753,0.0746385034130806,0.211416854265204,-5.02719833214424
"162","16670212","RNVU1-14","101954266","RNA, variant U1 small nuclear 14",0.0386571797624002,5.25363273746032,0.0688192065987737,0.945831481132757,0.973041142253524,-6.71049692237353
"163","16670401","H2AC20","8338","H2A clustered histone 20",-1.33388470987149,11.1078529276216,-5.42507608306894,2.80200808405382e-05,0.000724588138790373,2.50724360506755
"164","16670492","MRPS21","54460","mitochondrial ribosomal protein S21",-0.259997639524242,9.74308330067474,-0.750352127973253,0.461964871342467,0.653283656443893,-6.42551316168564
"165","16670681","ANXA9","8416","annexin A9",-1.17453662031244,5.56072056549598,-1.78019416140416,0.0905684801662075,0.240881406424271,-5.19334992155893
"166","16670728","C1orf56","54964","chromosome 1 open reading frame 56",0.75024277710674,5.35571110626377,2.37720635293834,0.0277674747517705,0.107476461098029,-4.14660417181429
"167","16670850","PSMB4","5692","proteasome 20S subunit beta 4",-0.200616408460735,7.09266299957906,-0.671510193422539,0.50974114665338,0.690427489703425,-6.48208803025919
"168","16670866","CGN","57530","cingulin",-1.00591311278622,5.42196839850084,-1.89454470279088,0.0730186916842689,0.208429180641065,-5.00820009000498
"169","16670918","MIR554","693139","microRNA 554",-0.382829553786374,4.99038843837477,-0.982214312477318,0.337975881844612,0.543736259789131,-6.2253702972287
"170","16670997","FLG-AS1","339400","FLG antisense RNA 1",-0.709733419346658,5.09007014041882,-0.681643633274187,0.503447839287831,0.686994355560748,-6.47515070001412
