"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-69242","S Phase","41/1126","161/10616",6.14234448457716e-08,3.08345693125773e-06,2.59918156084212e-06,"DNA2/CCNA2/CDC25A/GINS1/CDK2/MCM5/CDC25B/GINS2/SKP2/CCND1/RPA1/UBE2C/PSMA4/PDS5A/LIN37/MCM4/ESCO2/PDS5B/LIN9/CCNE2/E2F1/ESCO1/CDC45/MCM2/CABLES1/MAX/CDK7/ORC1/RFC3/PCNA/WEE1/TFDP2/POLA1/CKS1B/GINS4/POLE2/MCM7/CCNE1/CDT1/PSME3/MCM8",41
"R-HSA-6811442","Intra-Golgi and retrograde Golgi-to-ER traffic","47/1126","201/10616",1.14968080170938e-07,5.48033509636517e-06,4.61961566101656e-06,"CENPE/COG6/KIF20A/KIF4A/GALNT2/KIF23/BET1L/COG1/ARF4/GOLGA1/COG3/KIFC1/KIF18B/VAMP4/KIF20B/ARFGAP3/YKT6/COG5/KDELR3/NAPA/KIF18A/GOSR1/COPA/CAPZB/COPG2/PAFAH1B3/TRIP11/GOLGA4/STX5/KIF16B/GOSR2/GBF1/RINT1/RAB3GAP2/CYTH3/KIF1C/GALNT1/RAB6A/GCC2/MAN2A1/CAPZA2/BICD2/BICD1/RAB18/ARFIP2/KIF2A/NAA35",47
"R-HSA-68875","Mitotic Prophase","37/1126","141/10616",1.17903623587139e-07,5.48033509636517e-06,4.61961566101656e-06,"CDK1/PLK1/LMNB1/H2BC14/CCNB1/CCNB2/PPP2R1B/H2AX/H3C7/H2AC20/BLZF1/H2AC8/NCAPD3/H3C2/TMPO/LMNA/H2BC15/H3C11/SET/H3C13/H3-3A/EMD/RAB2A/MCPH1/SMC2/H2AC4/NUP155/H4C3/NUP188/LPIN2/H2BC10/H2BC13/NUP85/H2BC9/NUP50/H3C12/H4C5",37
"R-HSA-2299718","Condensation of Prophase Chromosomes","24/1126","73/10616",2.28383347481859e-07,1.02364678960619e-05,8.62876933155146e-06,"CDK1/PLK1/H2BC14/CCNB1/H2AX/H3C7/H2AC20/H2AC8/NCAPD3/H3C2/H2BC15/H3C11/SET/H3C13/H3-3A/MCPH1/SMC2/H2AC4/H4C3/H2BC10/H2BC13/H2BC9/H3C12/H4C5",24
"R-HSA-176974","Unwinding of DNA","9/1126","12/10616",2.69508915052463e-07,1.1648791685055e-05,9.81927921449383e-06,"GINS1/MCM5/GINS2/MCM4/CDC45/MCM2/GINS4/MCM7/MCM8",9
"R-HSA-73864","RNA Polymerase I Transcription","31/1126","111/10616",2.78457171754303e-07,1.1648791685055e-05,9.81927921449383e-06,"H2BC14/H2AX/H3C7/H2AC20/KAT2B/H2AC8/ERCC2/KAT2A/POLR1A/H3C2/CDK7/H2BC15/H3C11/EHMT2/H3C13/H3-3A/POLR2L/TWISTNB/HDAC1/H2AC4/POLR1E/H4C3/H2BC10/H2BC13/CAVIN1/MTA1/H2BC9/TAF1B/POLR2K/H3C12/H4C5",31
"R-HSA-69273","Cyclin A/B1/B2 associated events during G2/M transition","13/1126","25/10616",3.08018913505328e-07,1.24697979499738e-05,1.05113415304874e-05,"CDK1/FOXM1/PLK1/CCNA2/CDC25A/CDK2/CCNB1/CCNB2/CDC25B/PPP2R1B/CDK7/WEE1/PKMYT1",13
"R-HSA-176187","Activation of ATR in response to replication stress","16/1126","37/10616",3.42230228467537e-07,1.34218417727112e-05,1.13138611713775e-05,"MCM10/CDC25A/CDK2/MCM5/CDC7/RPA1/MCM4/CDC45/MCM2/CHEK1/ORC1/DBF4/RFC3/CLSPN/MCM7/MCM8",16
"R-HSA-212165","Epigenetic regulation of gene expression","37/1126","148/10616",4.43550486537293e-07,1.68683594122516e-05,1.42190825827745e-05,"H2BC14/UHRF1/ACTB/MTF2/H2AX/H3C7/H2AC20/KAT2B/H2AC8/ERCC2/SUZ12/KAT2A/DNMT3B/POLR1A/H3C2/CDK7/EZH2/H2BC15/H3C11/EHMT2/H3C13/H3-3A/POLR2L/TWISTNB/HDAC1/H2AC4/POLR1E/H4C3/H2BC10/H2BC13/SUV39H1/MTA1/H2BC9/TAF1B/POLR2K/H3C12/H4C5",37
"R-HSA-73854","RNA Polymerase I Promoter Clearance","30/1126","109/10616",6.10009200912803e-07,2.25165160925167e-05,1.89801624432621e-05,"H2BC14/H2AX/H3C7/H2AC20/KAT2B/H2AC8/ERCC2/KAT2A/POLR1A/H3C2/CDK7/H2BC15/H3C11/EHMT2/H3C13/H3-3A/POLR2L/TWISTNB/HDAC1/H2AC4/POLR1E/H4C3/H2BC10/H2BC13/MTA1/H2BC9/TAF1B/POLR2K/H3C12/H4C5",30
"R-HSA-5250913","Positive epigenetic regulation of rRNA expression","29/1126","105/10616",8.6505317909155e-07,3.07881442952397e-05,2.59526819179836e-05,"H2BC14/ACTB/H2AX/H3C7/H2AC20/KAT2B/H2AC8/KAT2A/POLR1A/H3C2/H2BC15/H3C11/EHMT2/H3C13/H3-3A/POLR2L/TWISTNB/HDAC1/H2AC4/POLR1E/H4C3/H2BC10/H2BC13/MTA1/H2BC9/TAF1B/POLR2K/H3C12/H4C5",29
"R-HSA-69473","G2/M DNA damage checkpoint","27/1126","94/10616",8.83165892134366e-07,3.07881442952397e-05,2.59526819179836e-05,"CDK1/BARD1/DNA2/H2BC14/BRIP1/BLM/CCNB1/CHEK2/RPA1/H2AX/RNF8/ATM/CHEK1/RFC3/H2BC15/YWHAE/WEE1/YWHAQ/RBBP8/H4C3/YWHAZ/H2BC10/H2BC13/YWHAH/H2BC9/YWHAB/H4C5",27
"R-HSA-5250924","B-WICH complex positively regulates rRNA expression","26/1126","90/10616",1.24323921616321e-06,4.21693301698602e-05,3.55463844166152e-05,"H2BC14/ACTB/H2AX/H3C7/H2AC20/KAT2B/H2AC8/KAT2A/POLR1A/H3C2/H2BC15/H3C11/H3C13/H3-3A/POLR2L/TWISTNB/H2AC4/POLR1E/H4C3/H2BC10/H2BC13/H2BC9/TAF1B/POLR2K/H3C12/H4C5",26
"R-HSA-912446","Meiotic recombination","25/1126","85/10616",1.3766064425912e-06,4.54642390908409e-05,3.832380816632e-05,"MND1/H2BC14/BLM/CDK2/RAD51/RPA1/H2AX/H3C7/H2AC20/H2AC8/ATM/H3C2/H2BC15/H3C11/H3C13/H3-3A/H2AC4/RBBP8/H4C3/H2BC10/H2BC13/H2BC9/MLH3/H3C12/H4C5",25
"R-HSA-69190","DNA strand elongation","14/1126","32/10616",1.57664640411672e-06,5.07356727478585e-05,4.27673316096438e-05,"DNA2/GINS1/MCM5/GINS2/RPA1/MCM4/CDC45/MCM2/RFC3/PCNA/POLA1/GINS4/MCM7/MCM8",14
"R-HSA-2514853","Condensation of Prometaphase Chromosomes","8/1126","11/10616",1.92500370558185e-06,6.03969912626306e-05,5.09112822134148e-05,"CDK1/NCAPD2/CCNB1/NCAPH/CCNB2/NCAPG/SMC2/CSNK2A1",8
"R-HSA-69306","DNA Replication","32/1126","127/10616",2.19198309004101e-06,6.70960677561332e-05,5.65582286390555e-05,"MCM10/DNA2/CCNA2/GINS1/CDK2/MCM5/CDC7/GMNN/GINS2/SKP2/RPA1/UBE2C/PSMA4/MCM4/CCNE2/E2F1/CDC45/MCM2/E2F3/ORC1/DBF4/RFC3/E2F2/PCNA/POLA1/GINS4/POLE2/MCM7/CCNE1/CDT1/PSME3/MCM8",32
"R-HSA-381119","Unfolded Protein Response (UPR)","26/1126","94/10616",3.0639404882467e-06,8.72876062908077e-05,7.35785651685987e-05,"DDIT3/CREBRF/EXOSC9/WIPI1/HERPUD1/SERP1/FKBP14/KDELR3/TSPYL2/SYVN1/PPP2R5B/LMNA/ATF6/GOSR2/ATF3/GFPT1/ADD1/SRPRA/ATF4/ERN1/CXXC1/CEBPG/EXOSC1/WFS1/CREB3L2/CEBPB",26
"R-HSA-5625740","RHO GTPases activate PKNs","26/1126","94/10616",3.0639404882467e-06,8.72876062908077e-05,7.35785651685987e-05,"H2BC14/MYH9/H2AX/H3C7/H2AC20/H2AC8/H3C2/H2BC15/H3C11/H3C13/H3-3A/YWHAE/YWHAQ/H2AC4/KDM4C/H4C3/YWHAZ/PKN3/H2BC10/H2BC13/YWHAH/H2BC9/YWHAB/MYL12A/H3C12/H4C5",26
"R-HSA-1500620","Meiosis","30/1126","117/10616",3.07461484447749e-06,8.72876062908077e-05,7.35785651685987e-05,"LMNB1/MND1/H2BC14/BLM/CDK2/RAD51/RPA1/H2AX/SUN2/H3C7/H2AC20/H2AC8/ATM/H3C2/LMNA/TERF2IP/H2BC15/H3C11/H3C13/H3-3A/H2AC4/RBBP8/H4C3/TERF1/H2BC10/H2BC13/H2BC9/MLH3/H3C12/H4C5",30
"R-HSA-2559580","Oxidative Stress Induced Senescence","31/1126","123/10616",3.12983448851502e-06,8.72876062908077e-05,7.35785651685987e-05,"H2BC14/H2AX/H3C7/H2AC20/KDM6B/MOV10/H2AC8/SUZ12/E2F1/H3C2/E2F3/CDK6/EZH2/H2BC15/H3C11/E2F2/TXN/H3C13/H3-3A/TFDP2/H2AC4/H4C3/CBX6/MAPK14/H2BC10/H2BC13/MAPK9/H2BC9/MAPKAPK2/H3C12/H4C5",31
"R-HSA-73772","RNA Polymerase I Promoter Escape","25/1126","90/10616",4.34482994700569e-06,0.000114451808141768,9.64764664981983e-05,"H2BC14/H2AX/H3C7/H2AC20/H2AC8/ERCC2/POLR1A/H3C2/CDK7/H2BC15/H3C11/H3C13/H3-3A/POLR2L/TWISTNB/H2AC4/POLR1E/H4C3/H2BC10/H2BC13/H2BC9/TAF1B/POLR2K/H3C12/H4C5",25
"R-HSA-2559586","DNA Damage/Telomere Stress Induced Senescence","23/1126","79/10616",4.3774396739481e-06,0.000114451808141768,9.64764664981983e-05,"H1-5/LMNB1/H2BC14/CCNA2/CDK2/H1-2/H2AX/H2AC20/H1-4/H2AC8/ATM/CCNE2/TERF2IP/H2BC15/H2AC4/H4C3/TERF1/H2BC10/H2BC13/CCNE1/H2BC9/HMGA2/H4C5",23
"R-HSA-3214858","RMTs methylate histone arginines","23/1126","79/10616",4.3774396739481e-06,0.000114451808141768,9.64764664981983e-05,"CARM1/H2AC15/SMARCC2/SMARCA4/H2AC13/CCND1/H2AX/H3C7/H2AC20/H2AC21/H2AC8/H3C2/SMARCD2/ARID1A/H2AC17/H3C11/H3C13/H2AC11/H2AC4/H4C3/SMARCC1/H3C12/H4C5",23
"R-HSA-1912422","Pre-NOTCH Expression and Processing","28/1126","108/10616",5.17025959721244e-06,0.000132421954989829,0.00011162429420405,"H2BC14/CCND1/H2AX/H3C7/H2AC20/MOV10/KAT2B/H2AC8/KAT2A/MAML2/E2F1/H3C2/E2F3/H2BC15/H3C11/H3C13/H3-3A/TFDP2/H2AC4/RAB6A/H4C3/H2BC10/H2BC13/B4GALT1/FURIN/H2BC9/H3C12/H4C5",28
